"country","year","sex","age","suicide_100_population","gdp","generation"
"Mexico",1988,"male","5-14 years",0.44,2630,"Generation X"
"Mexico",1988,"female","5-14 years",0.15,2630,"Generation X"
"Mexico",1989,"male","75+ years",17.44,3125,"G.I. Generation"
"Mexico",1989,"male","55-74 years",8.11,3125,"G.I. Generation"
"Mexico",1989,"male","35-54 years",6.13,3125,"Silent"
"Mexico",1989,"male","25-34 years",6.04,3125,"Boomers"
"Mexico",1989,"male","15-24 years",5.08,3125,"Generation X"
"Mexico",1989,"female","35-54 years",1.16,3125,"Silent"
"Mexico",1989,"female","15-24 years",1.05,3125,"Generation X"
"Mexico",1989,"female","25-34 years",1.03,3125,"Boomers"
"Mexico",1989,"female","55-74 years",0.91,3125,"G.I. Generation"
"Mexico",1989,"female","75+ years",0.79,3125,"G.I. Generation"
"Mexico",1989,"male","5-14 years",0.38,3125,"Generation X"
"Mexico",1989,"female","5-14 years",0.14,3125,"Generation X"
"Mexico",1990,"male","75+ years",17.79,3595,"G.I. Generation"
"Mexico",1990,"male","55-74 years",8.27,3595,"G.I. Generation"
"Mexico",1990,"male","35-54 years",6.42,3595,"Silent"
"Mexico",1990,"male","25-34 years",6.1,3595,"Boomers"
"Mexico",1990,"male","15-24 years",4.97,3595,"Generation X"
"Mexico",1990,"female","15-24 years",1.22,3595,"Generation X"
"Mexico",1990,"female","55-74 years",1.11,3595,"G.I. Generation"
"Mexico",1990,"female","25-34 years",0.89,3595,"Boomers"
"Mexico",1990,"female","35-54 years",0.82,3595,"Silent"
"Mexico",1990,"female","75+ years",0.77,3595,"G.I. Generation"
"Mexico",1990,"male","5-14 years",0.39,3595,"Generation X"
"Mexico",1990,"female","5-14 years",0.1,3595,"Generation X"
"Mexico",1991,"male","75+ years",14.59,4204,"G.I. Generation"
"Mexico",1991,"male","55-74 years",8.57,4204,"Silent"
"Mexico",1991,"male","25-34 years",6.52,4204,"Boomers"
"Mexico",1991,"male","35-54 years",6.23,4204,"Boomers"
"Mexico",1991,"male","15-24 years",5.79,4204,"Generation X"
"Mexico",1991,"female","75+ years",1.2,4204,"G.I. Generation"
"Mexico",1991,"female","15-24 years",1.19,4204,"Generation X"
"Mexico",1991,"female","25-34 years",1.08,4204,"Boomers"
"Mexico",1991,"female","35-54 years",1.03,4204,"Boomers"
"Mexico",1991,"female","55-74 years",0.88,4204,"Silent"
"Mexico",1991,"male","5-14 years",0.43,4204,"Millenials"
"Mexico",1991,"female","5-14 years",0.18,4204,"Millenials"
"Mexico",1992,"male","75+ years",17.29,4830,"G.I. Generation"
"Mexico",1992,"male","55-74 years",8.49,4830,"Silent"
"Mexico",1992,"male","25-34 years",7.63,4830,"Boomers"
"Mexico",1992,"male","35-54 years",6.72,4830,"Boomers"
"Mexico",1992,"male","15-24 years",5.79,4830,"Generation X"
"Mexico",1992,"female","15-24 years",1.31,4830,"Generation X"
"Mexico",1992,"female","25-34 years",1.26,4830,"Boomers"
"Mexico",1992,"female","75+ years",1.1,4830,"G.I. Generation"
"Mexico",1992,"female","55-74 years",1.03,4830,"Silent"
"Mexico",1992,"female","35-54 years",0.87,4830,"Boomers"
"Mexico",1992,"male","5-14 years",0.38,4830,"Millenials"
"Mexico",1992,"female","5-14 years",0.2,4830,"Millenials"
"Mexico",1993,"male","75+ years",16.96,6518,"G.I. Generation"
"Mexico",1993,"male","55-74 years",8.6,6518,"Silent"
"Mexico",1993,"male","25-34 years",7.46,6518,"Boomers"
"Mexico",1993,"male","35-54 years",7.35,6518,"Boomers"
"Mexico",1993,"male","15-24 years",5.97,6518,"Generation X"
"Mexico",1993,"female","15-24 years",1.29,6518,"Generation X"
"Mexico",1993,"female","35-54 years",1.06,6518,"Boomers"
"Mexico",1993,"female","55-74 years",0.97,6518,"Silent"
"Mexico",1993,"female","25-34 years",0.93,6518,"Boomers"
"Mexico",1993,"female","75+ years",0.8,6518,"G.I. Generation"
"Mexico",1993,"male","5-14 years",0.42,6518,"Millenials"
"Mexico",1993,"female","5-14 years",0.19,6518,"Millenials"
"Mexico",1994,"male","75+ years",17.44,6735,"G.I. Generation"
"Mexico",1994,"male","55-74 years",9.75,6735,"Silent"
"Mexico",1994,"male","25-34 years",8.14,6735,"Boomers"
"Mexico",1994,"male","35-54 years",7.2,6735,"Boomers"
"Mexico",1994,"male","15-24 years",6.54,6735,"Generation X"
"Mexico",1994,"female","15-24 years",1.7,6735,"Generation X"
"Mexico",1994,"female","75+ years",1.57,6735,"G.I. Generation"
"Mexico",1994,"female","35-54 years",1.08,6735,"Boomers"
"Mexico",1994,"female","25-34 years",1,6735,"Boomers"
"Mexico",1994,"female","55-74 years",0.82,6735,"Silent"
"Mexico",1994,"male","5-14 years",0.43,6735,"Millenials"
"Mexico",1994,"female","5-14 years",0.25,6735,"Millenials"
"Mexico",1995,"male","75+ years",18.78,4505,"G.I. Generation"
"Mexico",1995,"male","55-74 years",9.39,4505,"Silent"
"Mexico",1995,"male","25-34 years",9.15,4505,"Generation X"
"Mexico",1995,"male","15-24 years",7.57,4505,"Generation X"
"Mexico",1995,"male","35-54 years",7.29,4505,"Boomers"
"Mexico",1995,"female","15-24 years",1.99,4505,"Generation X"
"Mexico",1995,"female","25-34 years",1.18,4505,"Generation X"
"Mexico",1995,"female","35-54 years",1.05,4505,"Boomers"
"Mexico",1995,"female","75+ years",1.01,4505,"G.I. Generation"
"Mexico",1995,"female","55-74 years",0.96,4505,"Silent"
"Mexico",1995,"male","5-14 years",0.46,4505,"Millenials"
"Mexico",1995,"female","5-14 years",0.26,4505,"Millenials"
"Mexico",1996,"male","75+ years",16.81,4904,"G.I. Generation"
"Mexico",1996,"male","55-74 years",9.18,4904,"Silent"
"Mexico",1996,"male","25-34 years",8.48,4904,"Generation X"
"Mexico",1996,"male","35-54 years",7.7,4904,"Boomers"
"Mexico",1996,"male","15-24 years",7.37,4904,"Generation X"
"Mexico",1996,"female","15-24 years",2.09,4904,"Generation X"
"Mexico",1996,"female","25-34 years",1.43,4904,"Generation X"
"Mexico",1996,"female","35-54 years",1.2,4904,"Boomers"
"Mexico",1996,"female","55-74 years",0.85,4904,"Silent"
"Mexico",1996,"male","5-14 years",0.54,4904,"Millenials"
"Mexico",1996,"female","75+ years",0.42,4904,"G.I. Generation"
"Mexico",1996,"female","5-14 years",0.26,4904,"Millenials"
"Mexico",1997,"male","75+ years",15.27,5864,"G.I. Generation"
"Mexico",1997,"male","25-34 years",9.47,5864,"Generation X"
"Mexico",1997,"male","15-24 years",8.89,5864,"Generation X"
"Mexico",1997,"male","55-74 years",8.07,5864,"Silent"
"Mexico",1997,"male","35-54 years",8.06,5864,"Boomers"
"Mexico",1997,"female","15-24 years",2.45,5864,"Generation X"
"Mexico",1997,"female","25-34 years",1.5,5864,"Generation X"
"Mexico",1997,"female","35-54 years",1.1,5864,"Boomers"
"Mexico",1997,"female","55-74 years",0.88,5864,"Silent"
"Mexico",1997,"male","5-14 years",0.71,5864,"Millenials"
"Mexico",1997,"female","75+ years",0.4,5864,"G.I. Generation"
"Mexico",1997,"female","5-14 years",0.27,5864,"Millenials"
"Mexico",1998,"male","75+ years",15.74,6064,"G.I. Generation"
"Mexico",1998,"male","25-34 years",9.77,6064,"Generation X"
"Mexico",1998,"male","15-24 years",8.23,6064,"Generation X"
"Mexico",1998,"male","55-74 years",8.05,6064,"Silent"
"Mexico",1998,"male","35-54 years",7.68,6064,"Boomers"
"Mexico",1998,"female","15-24 years",2.2,6064,"Generation X"
"Mexico",1998,"female","25-34 years",1.38,6064,"Generation X"
"Mexico",1998,"female","35-54 years",1.04,6064,"Boomers"
"Mexico",1998,"female","75+ years",0.96,6064,"G.I. Generation"
"Mexico",1998,"male","5-14 years",0.76,6064,"Millenials"
"Mexico",1998,"female","55-74 years",0.71,6064,"Silent"
"Mexico",1998,"female","5-14 years",0.32,6064,"Millenials"
"Mexico",1999,"male","75+ years",14.1,6800,"G.I. Generation"
"Mexico",1999,"male","15-24 years",9.02,6800,"Generation X"
"Mexico",1999,"male","25-34 years",8.84,6800,"Generation X"
"Mexico",1999,"male","55-74 years",8.6,6800,"Silent"
"Mexico",1999,"male","35-54 years",7.37,6800,"Boomers"
"Mexico",1999,"female","15-24 years",2.05,6800,"Generation X"
"Mexico",1999,"female","35-54 years",1.21,6800,"Boomers"
"Mexico",1999,"female","25-34 years",1.18,6800,"Generation X"
"Mexico",1999,"female","75+ years",0.83,6800,"G.I. Generation"
"Mexico",1999,"female","55-74 years",0.82,6800,"Silent"
"Mexico",1999,"male","5-14 years",0.51,6800,"Millenials"
"Mexico",1999,"female","5-14 years",0.36,6800,"Millenials"
"Mexico",2000,"male","75+ years",13.11,7892,"G.I. Generation"
"Mexico",2000,"male","25-34 years",9.41,7892,"Generation X"
"Mexico",2000,"male","15-24 years",8.36,7892,"Generation X"
"Mexico",2000,"male","55-74 years",8.36,7892,"Silent"
"Mexico",2000,"male","35-54 years",8.09,7892,"Boomers"
"Mexico",2000,"female","15-24 years",2.25,7892,"Generation X"
"Mexico",2000,"female","25-34 years",1.16,7892,"Generation X"
"Mexico",2000,"female","35-54 years",1.14,7892,"Boomers"
"Mexico",2000,"female","75+ years",1.06,7892,"G.I. Generation"
"Mexico",2000,"female","55-74 years",0.92,7892,"Silent"
"Mexico",2000,"male","5-14 years",0.65,7892,"Millenials"
"Mexico",2000,"female","5-14 years",0.38,7892,"Millenials"
"Mexico",2001,"male","75+ years",19.25,8311,"Silent"
"Mexico",2001,"male","25-34 years",9.6,8311,"Generation X"
"Mexico",2001,"male","15-24 years",8.74,8311,"Millenials"
"Mexico",2001,"male","55-74 years",8.68,8311,"Silent"
"Mexico",2001,"male","35-54 years",7.96,8311,"Boomers"
"Mexico",2001,"female","15-24 years",2.58,8311,"Millenials"
"Mexico",2001,"female","25-34 years",1.52,8311,"Generation X"
"Mexico",2001,"female","35-54 years",1.47,8311,"Boomers"
"Mexico",2001,"female","55-74 years",1.18,8311,"Silent"
"Mexico",2001,"female","75+ years",1.1,8311,"Silent"
"Mexico",2001,"male","5-14 years",0.68,8311,"Millenials"
"Mexico",2001,"female","5-14 years",0.54,8311,"Millenials"
"Mexico",2002,"male","75+ years",14.26,8357,"Silent"
"Mexico",2002,"male","25-34 years",9.54,8357,"Generation X"
"Mexico",2002,"male","15-24 years",8.84,8357,"Millenials"
"Mexico",2002,"male","55-74 years",8.72,8357,"Silent"
"Mexico",2002,"male","35-54 years",8.32,8357,"Boomers"
"Mexico",2002,"female","15-24 years",2.56,8357,"Millenials"
"Mexico",2002,"female","35-54 years",1.52,8357,"Boomers"
"Mexico",2002,"female","25-34 years",1.3,8357,"Generation X"
"Mexico",2002,"female","55-74 years",1.05,8357,"Silent"
"Mexico",2002,"male","5-14 years",0.88,8357,"Millenials"
"Mexico",2002,"female","75+ years",0.81,8357,"Silent"
"Mexico",2002,"female","5-14 years",0.56,8357,"Millenials"
"Mexico",2003,"male","75+ years",16.75,7779,"Silent"
"Mexico",2003,"male","25-34 years",10,7779,"Generation X"
"Mexico",2003,"male","55-74 years",9.39,7779,"Silent"
"Mexico",2003,"male","15-24 years",9.16,7779,"Millenials"
"Mexico",2003,"male","35-54 years",8.68,7779,"Boomers"
"Mexico",2003,"female","15-24 years",2.76,7779,"Millenials"
"Mexico",2003,"female","35-54 years",1.59,7779,"Boomers"
"Mexico",2003,"female","25-34 years",1.35,7779,"Generation X"
"Mexico",2003,"female","55-74 years",1.22,7779,"Silent"
"Mexico",2003,"female","75+ years",0.86,7779,"Silent"
"Mexico",2003,"male","5-14 years",0.78,7779,"Millenials"
"Mexico",2003,"female","5-14 years",0.46,7779,"Millenials"
"Mexico",2004,"male","75+ years",15.01,8217,"Silent"
"Mexico",2004,"male","25-34 years",9.56,8217,"Generation X"
"Mexico",2004,"male","55-74 years",9.22,8217,"Silent"
"Mexico",2004,"male","15-24 years",9.02,8217,"Millenials"
"Mexico",2004,"male","35-54 years",8.8,8217,"Boomers"
"Mexico",2004,"female","15-24 years",2.34,8217,"Millenials"
"Mexico",2004,"female","25-34 years",1.68,8217,"Generation X"
"Mexico",2004,"female","55-74 years",1.46,8217,"Silent"
"Mexico",2004,"female","35-54 years",1.33,8217,"Boomers"
"Mexico",2004,"female","75+ years",1.06,8217,"Silent"
"Mexico",2004,"male","5-14 years",0.83,8217,"Millenials"
"Mexico",2004,"female","5-14 years",0.44,8217,"Millenials"
"Mexico",2005,"male","75+ years",15.98,9071,"Silent"
"Mexico",2005,"male","25-34 years",10.22,9071,"Generation X"
"Mexico",2005,"male","35-54 years",9.35,9071,"Boomers"
"Mexico",2005,"male","15-24 years",8.97,9071,"Millenials"
"Mexico",2005,"male","55-74 years",8.56,9071,"Silent"
"Mexico",2005,"female","15-24 years",2.66,9071,"Millenials"
"Mexico",2005,"female","25-34 years",1.68,9071,"Generation X"
"Mexico",2005,"female","35-54 years",1.53,9071,"Boomers"
"Mexico",2005,"female","55-74 years",1.14,9071,"Silent"
"Mexico",2005,"male","5-14 years",0.83,9071,"Millenials"
"Mexico",2005,"female","75+ years",0.8,9071,"Silent"
"Mexico",2005,"female","5-14 years",0.5,9071,"Millenials"
"Mexico",2006,"male","75+ years",13.76,9906,"Silent"
"Mexico",2006,"male","25-34 years",9.81,9906,"Generation X"
"Mexico",2006,"male","55-74 years",9.24,9906,"Silent"
"Mexico",2006,"male","35-54 years",8.82,9906,"Boomers"
"Mexico",2006,"male","15-24 years",8.72,9906,"Millenials"
"Mexico",2006,"female","15-24 years",2.78,9906,"Millenials"
"Mexico",2006,"female","25-34 years",1.44,9906,"Generation X"
"Mexico",2006,"female","35-54 years",1.34,9906,"Boomers"
"Mexico",2006,"female","55-74 years",1.06,9906,"Silent"
"Mexico",2006,"male","5-14 years",0.96,9906,"Millenials"
"Mexico",2006,"female","75+ years",0.76,9906,"Silent"
"Mexico",2006,"female","5-14 years",0.53,9906,"Millenials"
"Mexico",2007,"male","75+ years",12.88,10496,"Silent"
"Mexico",2007,"male","25-34 years",9.89,10496,"Generation X"
"Mexico",2007,"male","55-74 years",8.93,10496,"Silent"
"Mexico",2007,"male","35-54 years",8.78,10496,"Boomers"
"Mexico",2007,"male","15-24 years",8.46,10496,"Millenials"
"Mexico",2007,"female","15-24 years",2.61,10496,"Millenials"
"Mexico",2007,"female","25-34 years",1.8,10496,"Generation X"
"Mexico",2007,"female","35-54 years",1.62,10496,"Boomers"
"Mexico",2007,"female","55-74 years",0.95,10496,"Silent"
"Mexico",2007,"female","75+ years",0.93,10496,"Silent"
"Mexico",2007,"male","5-14 years",0.7,10496,"Generation Z"
"Mexico",2007,"female","5-14 years",0.46,10496,"Generation Z"
"Mexico",2008,"male","75+ years",13.17,10864,"Silent"
"Mexico",2008,"male","25-34 years",10.01,10864,"Generation X"
"Mexico",2008,"male","55-74 years",9.29,10864,"Silent"
"Mexico",2008,"male","15-24 years",9.14,10864,"Millenials"
"Mexico",2008,"male","35-54 years",9.13,10864,"Boomers"
"Mexico",2008,"female","15-24 years",3.08,10864,"Millenials"
"Mexico",2008,"female","25-34 years",1.83,10864,"Generation X"
"Mexico",2008,"female","35-54 years",1.65,10864,"Boomers"
"Mexico",2008,"female","55-74 years",1.14,10864,"Silent"
"Mexico",2008,"male","5-14 years",0.93,10864,"Generation Z"
"Mexico",2008,"female","75+ years",0.83,10864,"Silent"
"Mexico",2008,"female","5-14 years",0.63,10864,"Generation Z"
"Mexico",2009,"male","75+ years",14.24,8651,"Silent"
"Mexico",2009,"male","25-34 years",10.22,8651,"Generation X"
"Mexico",2009,"male","35-54 years",10.04,8651,"Boomers"
"Mexico",2009,"male","55-74 years",9.68,8651,"Silent"
"Mexico",2009,"male","15-24 years",9.33,8651,"Millenials"
"Mexico",2009,"female","15-24 years",3.36,8651,"Millenials"
"Mexico",2009,"female","25-34 years",2.2,8651,"Generation X"
"Mexico",2009,"female","35-54 years",1.74,8651,"Boomers"
"Mexico",2009,"female","55-74 years",1.35,8651,"Silent"
"Mexico",2009,"male","5-14 years",0.91,8651,"Generation Z"
"Mexico",2009,"female","5-14 years",0.7,8651,"Generation Z"
"Mexico",2009,"female","75+ years",0.37,8651,"Silent"
"Mexico",2010,"male","75+ years",13.9,9991,"Silent"
"Mexico",2010,"male","25-34 years",9.65,9991,"Generation X"
"Mexico",2010,"male","15-24 years",9.6,9991,"Millenials"
"Mexico",2010,"male","35-54 years",9.08,9991,"Generation X"
"Mexico",2010,"male","55-74 years",9.02,9991,"Silent"
"Mexico",2010,"female","15-24 years",3.23,9991,"Millenials"
"Mexico",2010,"female","25-34 years",1.83,9991,"Generation X"
"Mexico",2010,"female","35-54 years",1.66,9991,"Generation X"
"Mexico",2010,"female","55-74 years",1.08,9991,"Silent"
"Mexico",2010,"male","5-14 years",0.91,9991,"Generation Z"
"Mexico",2010,"female","5-14 years",0.63,9991,"Generation Z"
"Mexico",2010,"female","75+ years",0.42,9991,"Silent"
"Mexico",2011,"male","75+ years",12.61,10965,"Silent"
"Mexico",2011,"male","15-24 years",11.56,10965,"Millenials"
"Mexico",2011,"male","25-34 years",10.46,10965,"Millenials"
"Mexico",2011,"male","35-54 years",9.78,10965,"Generation X"
"Mexico",2011,"male","55-74 years",9.58,10965,"Boomers"
"Mexico",2011,"female","15-24 years",4.01,10965,"Millenials"
"Mexico",2011,"female","25-34 years",2.31,10965,"Millenials"
"Mexico",2011,"female","35-54 years",1.55,10965,"Generation X"
"Mexico",2011,"female","55-74 years",1.21,10965,"Boomers"
"Mexico",2011,"male","5-14 years",1.17,10965,"Generation Z"
"Mexico",2011,"female","5-14 years",0.93,10965,"Generation Z"
"Mexico",2011,"female","75+ years",0.35,10965,"Silent"
"Mexico",2012,"male","75+ years",13.25,10982,"Silent"
"Mexico",2012,"male","15-24 years",10.95,10982,"Millenials"
"Mexico",2012,"male","25-34 years",10.24,10982,"Millenials"
"Mexico",2012,"male","35-54 years",9.04,10982,"Generation X"
"Mexico",2012,"male","55-74 years",8.81,10982,"Boomers"
"Mexico",2012,"female","15-24 years",3.67,10982,"Millenials"
"Mexico",2012,"female","25-34 years",2.18,10982,"Millenials"
"Mexico",2012,"female","35-54 years",1.75,10982,"Generation X"
"Mexico",2012,"female","55-74 years",1.37,10982,"Boomers"
"Mexico",2012,"male","5-14 years",1.03,10982,"Generation Z"
"Mexico",2012,"female","5-14 years",0.69,10982,"Generation Z"
"Mexico",2012,"female","75+ years",0.45,10982,"Silent"
"Mexico",2013,"male","75+ years",12.12,11478,"Silent"
"Mexico",2013,"male","25-34 years",11.51,11478,"Millenials"
"Mexico",2013,"male","15-24 years",10.59,11478,"Millenials"
"Mexico",2013,"male","35-54 years",10.21,11478,"Generation X"
"Mexico",2013,"male","55-74 years",9.42,11478,"Boomers"
"Mexico",2013,"female","15-24 years",3.5,11478,"Millenials"
"Mexico",2013,"female","25-34 years",2.14,11478,"Millenials"
"Mexico",2013,"female","35-54 years",1.73,11478,"Generation X"
"Mexico",2013,"female","55-74 years",1.45,11478,"Boomers"
"Mexico",2013,"female","75+ years",0.88,11478,"Silent"
"Mexico",2013,"male","5-14 years",0.86,11478,"Generation Z"
"Mexico",2013,"female","5-14 years",0.58,11478,"Generation Z"
"Mexico",2014,"male","75+ years",12.86,11663,"Silent"
"Mexico",2014,"male","15-24 years",11.5,11663,"Millenials"
"Mexico",2014,"male","25-34 years",11.27,11663,"Millenials"
"Mexico",2014,"male","35-54 years",10.54,11663,"Generation X"
"Mexico",2014,"male","55-74 years",9.83,11663,"Boomers"
"Mexico",2014,"female","15-24 years",3.69,11663,"Millenials"
"Mexico",2014,"female","25-34 years",2.72,11663,"Millenials"
"Mexico",2014,"female","35-54 years",2.14,11663,"Generation X"
"Mexico",2014,"female","55-74 years",1.35,11663,"Boomers"
"Mexico",2014,"male","5-14 years",1.09,11663,"Generation Z"
"Mexico",2014,"female","5-14 years",0.96,11663,"Generation Z"
"Mexico",2014,"female","75+ years",0.43,11663,"Silent"
"Mexico",2015,"male","25-34 years",11.67,10228,"Millenials"
"Mexico",2015,"male","15-24 years",11.54,10228,"Millenials"
"Mexico",2015,"male","75+ years",11.42,10228,"Silent"
"Mexico",2015,"male","35-54 years",10.28,10228,"Generation X"
"Mexico",2015,"male","55-74 years",9.03,10228,"Boomers"
"Mexico",2015,"female","15-24 years",4.26,10228,"Millenials"
"Mexico",2015,"female","25-34 years",2.65,10228,"Millenials"
"Mexico",2015,"female","35-54 years",1.9,10228,"Generation X"
"Mexico",2015,"female","55-74 years",1.25,10228,"Boomers"
"Mexico",2015,"male","5-14 years",1.16,10228,"Generation Z"
"Mexico",2015,"female","5-14 years",0.84,10228,"Generation Z"
